辞書,文境界,書字形（＝表層形）,語彙素,語彙素読み,品詞,活用型,活用形,発音形出現形,仮名形出現形,語種,書字形(基本形),語形(基本形),語彙素ID
,I,こと,事,コト,名詞-普通名詞-一般,,,コト,コト,和,こと,コト,12836
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,期待,期待,キタイ,名詞-普通名詞-サ変可能,,,キタイ,キタイ,漢,期待,キタイ,8594
,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル,19537
,I,ます,ます,マス,助動詞,助動詞-マス,終止形-一般,マス,マス,和,ます,マス,35697
,I,。,。,,補助記号-句点,,,,,記号,。,,25
,B,　,　,,空白,,,,,記号,　,,23
,I,また,又,マタ,接続詞,,,マタ,マタ,和,また,マタ,35734
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,安定,安定,アンテイ,名詞-普通名詞-サ変形状詞可能,,,アンテー,アンテイ,漢,安定,アンテイ,1389
,I,的,的,テキ,接尾辞-形状詞的,,,テキ,テキ,漢,的,テキ,25076
,I,な,だ,ダ,助動詞,助動詞-ダ,連体形-一般,ナ,ナ,和,だ,ダ,22916
,I,皇位,皇位,コウイ,名詞-普通名詞-一般,,,コーイ,コウイ,漢,皇位,コウイ,52557
,I,継承,継承,ケイショウ,名詞-普通名詞-サ変可能,,,ケーショー,ケイショウ,漢,継承,ケイショウ,10961
,I,等,等,トウ,接尾辞-名詞的-一般,,,トー,トウ,漢,等,トウ,25875
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,在り,有る,アル,動詞-非自立可能,五段-ラ行,連用形-一般,アリ,アリ,和,在る,アル,1216
,I,方,方,カタ,接尾辞-名詞的-一般,,,カタ,カタ,和,方,カタ,6596
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,関する,関する,カンスル,動詞-一般,サ行変格,連体形-一般,カンスル,カンスル,混,関する,カンスル,7663
,I,各党,各党,カクトウ,名詞-普通名詞-一般,,,カクトー,カクトウ,漢,各党,カクトウ,6210
,I,各,各,カク,接頭辞,,,カク,カク,漢,各,カク,6121
,I,会派,会派,カイハ,名詞-普通名詞-一般,,,カイハ,カイハ,漢,会派,カイハ,5874
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,議論,議論,ギロン,名詞-普通名詞-サ変可能,,,ギロン,ギロン,漢,議論,ギロン,9967
,I,が,が,ガ,助詞-格助詞,,,ガ,ガ,和,が,ガ,7889
,I,深まり,深まる,フカマル,動詞-一般,五段-ラ行,連用形-一般,フカマリ,フカマリ,和,深まる,フカマル,32545
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,皇室,皇室,コウシツ,名詞-普通名詞-一般,,,コーシツ,コウシツ,漢,皇室,コウシツ,12076
,I,典範,典範,テンパン,名詞-普通名詞-一般,,,テンパン,テンパン,漢,典範,テンパン,60147
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,改正,改正,カイセイ,名詞-普通名詞-サ変可能,,,カイセー,カイセイ,漢,改正,カイセイ,5781
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,つながる,繋がる,ツナガル,動詞-一般,五段-ラ行,連体形-一般,ツナガル,ツナガル,和,つながる,ツナガル,24672
,I,こと,事,コト,名詞-普通名詞-一般,,,コト,コト,和,こと,コト,12836
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,期待,期待,キタイ,名詞-普通名詞-サ変可能,,,キタイ,キタイ,漢,期待,キタイ,8594
,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル,19537
,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
,I,い,居る,イル,動詞-非自立可能,上一段-ア行,連用形-一般,イ,イ,和,いる,イル,2585
,I,ます,ます,マス,助動詞,助動詞-マス,終止形-一般,マス,マス,和,ます,マス,35697
,I,。,。,,補助記号-句点,,,,,記号,。,,25
,B,　,　,,空白,,,,,記号,　,,23
,I,今年,今年,コトシ,名詞-普通名詞-副詞可能,,,コトシ,コトシ,和,今年,コトシ,12847
,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ,29321
,I,昭和,昭和,ショウワ,名詞-固有名詞-一般,,,ショーワ,ショウワ,固,昭和,ショウワ,16897
,I,１,一,イチ,名詞-数詞,,,イチ,イチ,漢,１,イチ,2050
,I,０,零,レイ,名詞-数詞,,,レー,レイ,漢,０,レイ,40560
,I,０,零,レイ,名詞-数詞,,,レー,レイ,漢,０,レイ,40560
,I,年,年,ネン,名詞-普通名詞-助数詞可能,,,ネン,ネン,漢,年,ネン,28927
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,来年,来年,ライネン,名詞-普通名詞-副詞可能,,,ライネン,ライネン,漢,来年,ライネン,39631
,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ,29321
,I,昭和,昭和,ショウワ,名詞-固有名詞-一般,,,ショーワ,ショウワ,固,昭和,ショウワ,16897
,I,１,一,イチ,名詞-数詞,,,イチ,イチ,漢,１,イチ,2050
,I,０,零,レイ,名詞-数詞,,,レー,レイ,漢,０,レイ,40560
,I,０,零,レイ,名詞-数詞,,,レー,レイ,漢,０,レイ,40560
,I,周年,周年,シュウネン,名詞-普通名詞-助数詞可能,,,シューネン,シュウネン,漢,周年,シュウネン,102311
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,当たり,当たる,アタル,動詞-一般,五段-ラ行,連用形-一般,アタリ,アタリ,和,当たる,アタル,756
,I,ます,ます,マス,助動詞,助動詞-マス,終止形-一般,マス,マス,和,ます,マス,35697
,I,。,。,,補助記号-句点,,,,,記号,。,,25
,I,昭和,昭和,ショウワ,名詞-固有名詞-一般,,,ショーワ,ショウワ,固,昭和,ショウワ,16897
,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ,29321
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,戦争,戦争,センソウ,名詞-普通名詞-サ変可能,,,センソー,センソウ,漢,戦争,センソウ,20543
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,終戦,終戦,シュウセン,名詞-普通名詞-一般,,,シューセン,シュウセン,漢,終戦,シュウセン,16150
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,復興,復興,フッコウ,名詞-普通名詞-サ変可能,,,フッコー,フッコウ,漢,復興,フッコウ,32907
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,高度,高度,コウド,形状詞-一般,,,コード,コウド,漢,高度,コウド,12282
,I,経済,経済,ケイザイ,名詞-普通名詞-一般,,,ケーザイ,ケイザイ,漢,経済,ケイザイ,10945
,I,成長,成長,セイチョウ,名詞-普通名詞-サ変可能,,,セーチョー,セイチョウ,漢,成長,セイチョウ,19911
,I,と,と,ト,助詞-格助詞,,,ト,ト,和,と,ト,25826
,I,いっ,言う,イウ,動詞-一般,五段-ワア行,連用形-促音便,イッ,イッ,和,いう,イウ,1571
,I,た,た,タ,助動詞,助動詞-タ,連体形-一般,タ,タ,和,た,タ,21642
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,未曾有,未曾有,ミゾウ,名詞-普通名詞-一般,,,ミゾウ,ミゾウ,漢,未曾有,ミゾウ,66854
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,変革,変革,ヘンカク,名詞-普通名詞-サ変可能,,,ヘンカク,ヘンカク,漢,変革,ヘンカク,34013
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,経験,経験,ケイケン,名詞-普通名詞-サ変可能,,,ケーケン,ケイケン,漢,経験,ケイケン,10925
,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル,19537
,I,た,た,タ,助動詞,助動詞-タ,連体形-一般,タ,タ,和,た,タ,21642
,I,時代,時代,ジダイ,名詞-普通名詞-一般,,,ジダイ,ジダイ,漢,時代,ジダイ,17915
,I,です,です,デス,助動詞,助動詞-デス,終止形-一般,デス,デス,和,です,デス,25653
,I,。,。,,補助記号-句点,,,,,記号,。,,25
,I,記念,記念,キネン,名詞-普通名詞-サ変可能,,,キネン,キネン,漢,記念,キネン,8753
,I,式典,式典,シキテン,名詞-普通名詞-一般,,,シキテン,シキテン,漢,式典,シキテン,15122
,I,等,等,トウ,接尾辞-名詞的-一般,,,トー,トウ,漢,等,トウ,25875
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,関連,関連,カンレン,名詞-普通名詞-サ変可能,,,カンレン,カンレン,漢,関連,カンレン,7855
,I,施策,施策,シサク,名詞-普通名詞-一般,,,シサク,シサク,漢,施策,シサク,15256
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,通じ,通ずる,ツウズル,動詞-一般,サ行変格,連用形-一般,ツージ,ツウジ,混,通ずる,ツウズル,24416
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,この,此の,コノ,連体詞,,,コノ,コノ,和,この,コノ,12905
,I,機会,機会,キカイ,名詞-普通名詞-一般,,,キカイ,キカイ,漢,機会,キカイ,8315
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,国家,国家,コッカ,名詞-普通名詞-一般,,,コッカ,コッカ,漢,国家,コッカ,12780
,I,的,的,テキ,接尾辞-形状詞的,,,テキ,テキ,漢,的,テキ,25076
,I,な,だ,ダ,助動詞,助動詞-ダ,連体形-一般,ナ,ナ,和,だ,ダ,22916
,I,節目,節目,フシメ,名詞-普通名詞-一般,,,フシメ,フシメ,和,節目,フシメ,32752
,I,と,と,ト,助詞-格助詞,,,ト,ト,和,と,ト,25826
,I,捉え,捕らえる,トラエル,動詞-一般,下一段-ア行,連用形-一般,トラエ,トラエ,和,捉える,トラエル,26720
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,先人,先人,センジン,名詞-普通名詞-一般,,,センジン,センジン,漢,先人,センジン,20519
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,叡智,英知,エイチ,名詞-普通名詞-一般,,,エーチ,エイチ,漢,叡智,エイチ,3689
,I,と,と,ト,助詞-格助詞,,,ト,ト,和,と,ト,25826
,I,努力,努力,ドリョク,名詞-普通名詞-サ変可能,,,ドリョク,ドリョク,漢,努力,ドリョク,27365
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,学ぶ,学ぶ,マナブ,動詞-一般,五段-バ行,終止形-一般,マナブ,マナブ,和,学ぶ,マナブ,35938
,I,と,と,ト,助詞-格助詞,,,ト,ト,和,と,ト,25826
,I,とも,共,トモ,名詞-普通名詞-一般,,,トモ,トモ,和,とも,トモ,26643
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,平和,平和,ヘイワ,名詞-普通名詞-形状詞可能,,,ヘーワ,ヘイワ,漢,平和,ヘイワ,33925
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,誓い,誓い,チカイ,名詞-普通名詞-一般,,,チカイ,チカイ,和,誓い,チカイ,59641
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,継承,継承,ケイショウ,名詞-普通名詞-サ変可能,,,ケーショー,ケイショウ,漢,継承,ケイショウ,10961
,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル,19537
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,国際,国際,コクサイ,名詞-普通名詞-一般,,,コクサイ,コクサイ,漢,国際,コクサイ,12524
,I,社会,社会,シャカイ,名詞-普通名詞-一般,,,シャカイ,シャカイ,漢,社会,シャカイ,15869
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,安定,安定,アンテイ,名詞-普通名詞-サ変形状詞可能,,,アンテー,アンテイ,漢,安定,アンテイ,1389
,I,と,と,ト,助詞-格助詞,,,ト,ト,和,と,ト,25826
,I,繁栄,繁栄,ハンエイ,名詞-普通名詞-サ変可能,,,ハンエー,ハンエイ,漢,繁栄,ハンエイ,30318
,I,へ,へ,ヘ,助詞-格助詞,,,エ,ヘ,和,へ,ヘ,33819
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,貢献,貢献,コウケン,名詞-普通名詞-サ変可能,,,コーケン,コウケン,漢,貢献,コウケン,12005
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,つなげる,繋げる,ツナゲル,動詞-一般,下一段-ガ行,連体形-一般,ツナゲル,ツナゲル,和,つなげる,ツナゲル,24678
,I,機会,機会,キカイ,名詞-普通名詞-一般,,,キカイ,キカイ,漢,機会,キカイ,8315
,I,と,と,ト,助詞-格助詞,,,ト,ト,和,と,ト,25826
,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル,19537
,I,たい,たい,タイ,助動詞,助動詞-タイ,終止形-一般,タイ,タイ,和,たい,タイ,21652
,I,と,と,ト,助詞-格助詞,,,ト,ト,和,と,ト,25826
,I,思い,思う,オモウ,動詞-一般,五段-ワア行,連用形-一般,オモイ,オモイ,和,思う,オモウ,5255
,I,ます,ます,マス,助動詞,助動詞-マス,終止形-一般,マス,マス,和,ます,マス,35697
,I,。,。,,補助記号-句点,,,,,記号,。,,25
,B,　,　,,空白,,,,,記号,　,,23
,I,以上,以上,イジョウ,名詞-普通名詞-副詞可能,,,イジョー,イジョウ,漢,以上,イジョウ,1898
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,ここ,此処,ココ,代名詞,,,ココ,ココ,和,ここ,ココ,12607
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,述べ,述べる,ノベル,動詞-一般,下一段-バ行,連用形-一般,ノベ,ノベ,和,述べる,ノベル,29195
,I,まし,ます,マス,助動詞,助動詞-マス,連用形-一般,マシ,マシ,和,ます,マス,35697
,I,た,た,タ,助動詞,助動詞-タ,連体形-一般,タ,タ,和,た,タ,21642
,I,所信,所信,ショシン,名詞-普通名詞-一般,,,ショシン,ショシン,漢,所信,ショシン,16993
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,則り,則る,ノットル,動詞-一般,五段-ラ行,連用形-一般,ノットリ,ノットリ,和,則る,ノットル,29142
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,必ず,必ず,カナラズ,副詞,,,カナラズ,カナラズ,和,必ず,カナラズ,6912
,I,や,や,ヤ,助詞-副助詞,,,ヤ,ヤ,和,や,ヤ,38083
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,日本,日本,ニッポン,名詞-固有名詞-地名-国,,,ニッポン,ニッポン,固,日本,ニッポン,28455
,I,列島,列島,レットウ,名詞-普通名詞-一般,,,レットー,レットウ,漢,列島,レットウ,40708
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,強く,強い,ツヨイ,形容詞-一般,形容詞,連用形-一般,ツヨク,ツヨク,和,強い,ツヨイ,24791
,I,豊か,豊か,ユタカ,形状詞-一般,,,ユタカ,ユタカ,和,豊か,ユタカ,38846
,I,に,だ,ダ,助動詞,助動詞-ダ,連用形-ニ,ニ,ニ,和,だ,ダ,22916
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,日本,日本,ニッポン,名詞-固有名詞-地名-国,,,ニッポン,ニッポン,固,日本,ニッポン,28455
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,再び,再び,フタタビ,副詞,,,フタタビ,フタタビ,和,再び,フタタビ,32862
,I,世界,世界,セカイ,名詞-普通名詞-一般,,,セカイ,セカイ,漢,世界,セカイ,20054
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,高み,高み,タカミ,名詞-普通名詞-一般,,,タカミ,タカミ,和,高み,タカミ,22078
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,押し上げ,押し上げる,オシアゲル,動詞-一般,下一段-ガ行,連用形-一般,オシアゲ,オシアゲ,和,押し上げる,オシアゲル,4916
,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
,I,まいり,参る,マイル,動詞-非自立可能,五段-ラ行,連用形-一般,マイリ,マイリ,和,まいる,マイル,35450
,I,ます,ます,マス,助動詞,助動詞-マス,終止形-一般,マス,マス,和,ます,マス,35697
,I,。,。,,補助記号-句点,,,,,記号,。,,25
,B,　,　,,空白,,,,,記号,　,,23
,I,「,「,,補助記号-括弧開,,,,,記号,「,,33
,I,事,事,コト,名詞-普通名詞-一般,,,コト,コト,和,事,コト,12836
,I,独り,独り,ヒトリ,名詞-普通名詞-副詞可能,,,ヒトリ,ヒトリ,和,独り,ヒトリ,31577
,I,断,断る,コトワル,動詞-一般,五段-ラ行,,コトワ,コトワ,和,断る,コトワル,12878
,I,む,む,ム,助動詞,文語助動詞-ム,連体形-一般,ム,ム,和,む,ム,36983
,I,可,可,カ,名詞-普通名詞-形状詞可能,,,カ,カ,漢,可,カ,5578
,I,から,から,カラ,助詞-格助詞,,,カラ,カラ,和,から,カラ,7219
,I,ず,ず,ズ,助動詞,助動詞-ヌ,終止形-一般,ズ,ズ,和,ぬ,ヌ,19587
,I,。,。,,補助記号-句点,,,,,記号,。,,25
,I,必ず,必ず,カナラズ,副詞,,,カナラズ,カナラズ,和,必ず,カナラズ,6912
,I,衆,衆,シュウ,名詞-普通名詞-一般,,,シュー,シュウ,漢,衆,シュウ,16045
,I,と,と,ト,助詞-格助詞,,,ト,ト,和,と,ト,25826
,I,与,アタエ,アタエ,名詞-固有名詞-人名-姓,,,アタエ,アタエ,固,与,アタエ,71932
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,宜しく,宜しく,ヨロシク,副詞,,,ヨロシク,ヨロシク,和,宜しく,ヨロシク,39536
,I,論ふ,論う,アゲツラウ,動詞-一般,五段-ワア行,連用形-ウ音便,アゲツロー,アゲツロフ,和,論う,アゲツラウ,520
,I,可,可,カ,名詞-普通名詞-形状詞可能,,,カ,カ,漢,可,カ,5578
,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル,19537
,I,」,」,,補助記号-括弧閉,,,,,記号,」,,34
,B,　,　,,空白,,,,,記号,　,,23
,I,古来,古来,コライ,名詞-普通名詞-副詞可能,,,コライ,コライ,漢,古来,コライ,13067
,I,より,より,ヨリ,助詞-格助詞,,,ヨリ,ヨリ,和,より,ヨリ,39501
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,我が,我が,ワガ,連体詞,,,ワガ,ワガ,和,我が,ワガ,41188
,I,国,国,クニ,名詞-普通名詞-一般,,,クニ,クニ,和,国,クニ,10282
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,おい,於く,オク,動詞-一般,五段-カ行,連用形-イ音便,オイ,オイ,和,おく,オク,4810
,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ,29321
,I,衆議,衆議,シュウギ,名詞-普通名詞-一般,,,シューギ,シュウギ,漢,衆議,シュウギ,16089
,I,が,が,ガ,助詞-格助詞,,,ガ,ガ,和,が,ガ,7889
,I,重視,重視,ジュウシ,名詞-普通名詞-サ変可能,,,ジューシ,ジュウシ,漢,重視,ジュウシ,18191
,I,さ,為る,スル,動詞-非自立可能,サ行変格,未然形-サ,サ,サ,和,する,スル,19537
,I,れ,れる,レル,助動詞,助動詞-レル,連用形-一般,レ,レ,和,れる,レル,40741
,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
,I,き,来る,クル,動詞-非自立可能,カ行変格,連用形-一般,キ,キ,和,くる,クル,10518
,I,まし,ます,マス,助動詞,助動詞-マス,連用形-一般,マシ,マシ,和,ます,マス,35697
